"LP.","Data","Typ instrumentu","Nazwa","ISIN","Kurs otwarcia","Kurs maksymalny","Kurs minimalny","Kurs zamkniecia","Zmiana","Wolumen obrotu","Liczba transakcji","Wartosc obrotu w tys. zl","Liczba otwartych pozycji","Wartosc otwartych pozycji w mln zl","Cena nominalna obligacji","Waluta"
434,"2009-08-14",10,"ASSECOBS","PLABS0000018","6,48","6,59","6,48","6,52","0,46",4003,22,"52,29",0,0,0,
435,"2009-08-17",10,"ASSECOBS","PLABS0000018","6,5","6,5","6,45","6,45","-1,07",1227,7,"15,86",0,0,0,
436,"2009-08-18",10,"ASSECOBS","PLABS0000018","6,4","6,5","6,4","6,5","0,78",11588,12,"148,33",0,0,0,
437,"2009-08-19",10,"ASSECOBS","PLABS0000018","6,5","6,51","6,25","6,25","-3,85",11479,33,"146,35",0,0,0,
438,"2009-08-20",10,"ASSECOBS","PLABS0000018","6,3","6,4","6,25","6,28","0,48",17356,40,"218,57",0,0,0,
439,"2009-08-21",10,"ASSECOBS","PLABS0000018","6,28","6,45","6,02","6,45","2,71",23353,73,"293,01",0,0,0,
440,"2009-08-24",10,"ASSECOBS","PLABS0000018","6,48","7,11","6,48","7,11","10,23",23479,75,"315,29",0,0,0,
441,"2009-08-25",10,"ASSECOBS","PLABS0000018","7,38","7,9","7,2","7,68","8,02",33269,94,"496,24",0,0,0,
442,"2009-08-26",10,"ASSECOBS","PLABS0000018","7,68","7,69","7,5","7,5","-2,34",13541,53,"206,35",0,0,0,
443,"2009-08-27",10,"ASSECOBS","PLABS0000018","7,59","7,78","7,5","7,6","1,33",5336,38,"81,64",0,0,0,
444,"2009-08-28",10,"ASSECOBS","PLABS0000018","7,76","7,76","7,51","7,56","-0,53",4524,17,"68,32",0,0,0,
445,"2009-08-31",10,"ASSECOBS","PLABS0000018","7,56","7,56","7,42","7,55","-0,13",1702,10,"25,5",0,0,0,
446,"2009-09-01",10,"ASSECOBS","PLABS0000018","7,5","7,5","7,15","7,2","-4,64",7357,34,"106,53",0,0,0,
447,"2009-09-02",10,"ASSECOBS","PLABS0000018","7,11","7,11","6,7","6,77","-5,97",6423,28,"88,61",0,0,0,
448,"2009-09-03",10,"ASSECOBS","PLABS0000018","6,66","6,93","6,66","6,93","2,36",13502,22,"183,16",0,0,0,
449,"2009-09-04",10,"ASSECOBS","PLABS0000018",7,"7,29",7,"7,29","5,19",3488,9,"50,23",0,0,0,
450,"2009-09-07",10,"ASSECOBS","PLABS0000018","7,29","7,5","7,27","7,5","2,88",10063,26,"147,18",0,0,0,
451,"2009-09-08",10,"ASSECOBS","PLABS0000018","7,5","7,59","7,39","7,57","0,93",4330,16,"64,79",0,0,0,
452,"2009-09-09",10,"ASSECOBS","PLABS0000018","7,57","7,57","7,4","7,55","-0,26",2107,10,"31,52",0,0,0,
453,"2009-09-10",10,"ASSECOBS","PLABS0000018","7,31","7,56","7,31","7,56","0,13",2385,4,"34,97",0,0,0,
454,"2009-09-11",10,"ASSECOBS","PLABS0000018","7,56","7,56","7,43","7,48","-1,06",1645,10,"24,64",0,0,0,
455,"2009-09-14",10,"ASSECOBS","PLABS0000018","7,29","7,29","7,29","7,29","-2,54",224,2,"3,27",0,0,0,
456,"2009-09-15",10,"ASSECOBS","PLABS0000018","7,04","7,28","7,04","7,28","-0,14",165,3,"2,38",0,0,0,
457,"2009-09-16",10,"ASSECOBS","PLABS0000018","7,27","7,33","7,15","7,15","-1,79",700,4,"10,15",0,0,0,
458,"2009-09-17",10,"ASSECOBS","PLABS0000018","7,19","7,35","7,19","7,35","2,8",2270,6,"32,7",0,0,0,
459,"2009-09-18",10,"ASSECOBS","PLABS0000018","7,31","7,56","7,31","7,56","2,86",8155,14,"122,51",0,0,0,
460,"2009-09-21",10,"ASSECOBS","PLABS0000018","7,57",8,"7,57",8,"5,82",8340,18,"129,37",0,0,0,
461,"2009-09-22",10,"ASSECOBS","PLABS0000018",8,"8,05",8,"8,05","0,63",3400,15,"54,57",0,0,0,
462,"2009-09-23",10,"ASSECOBS","PLABS0000018","8,05","8,18",8,"8,1","0,62",8795,30,"142,32",0,0,0,
463,"2009-09-24",10,"ASSECOBS","PLABS0000018","8,08","8,25","8,08","8,25","1,85",5399,33,"88,49",0,0,0,
464,"2009-09-25",10,"ASSECOBS","PLABS0000018","8,45","8,45","8,25","8,3","0,61",4948,9,"82,43",0,0,0,
465,"2009-09-28",10,"ASSECOBS","PLABS0000018",8,"8,4",8,"8,4","1,2",5425,13,"89,6",0,0,0,
466,"2009-09-29",10,"ASSECOBS","PLABS0000018","8,6","8,6","8,25","8,3","-1,19",4469,16,"74,72",0,0,0,
467,"2009-09-30",10,"ASSECOBS","PLABS0000018","8,45","8,6","8,35","8,6","3,61",2490,10,"42,2",0,0,0,
468,"2009-10-01",10,"ASSECOBS","PLABS0000018","8,59","8,85","8,32","8,85","2,91",3699,17,"64,1",0,0,0,
469,"2009-10-02",10,"ASSECOBS","PLABS0000018","8,7","8,74","8,59","8,65","-2,26",5533,12,"95,62",0,0,0,
470,"2009-10-05",10,"ASSECOBS","PLABS0000018","8,65","8,7","8,51","8,51","-1,62",515,7,"8,91",0,0,0,
471,"2009-10-06",10,"ASSECOBS","PLABS0000018","8,53","8,53","8,53","8,53","0,24",100,1,"1,71",0,0,0,
472,"2009-10-07",10,"ASSECOBS","PLABS0000018","8,34","8,34","8,15","8,15","-4,45",1300,4,"21,44",0,0,0,
473,"2009-10-08",10,"ASSECOBS","PLABS0000018","8,14","8,14","8,01","8,14","-0,12",405,4,"6,59",0,0,0,
474,"2009-10-09",10,"ASSECOBS","PLABS0000018","8,12","8,12","8,12","8,12","-0,25",400,1,"6,5",0,0,0,
475,"2009-10-12",10,"ASSECOBS","PLABS0000018","8,12","8,12","8,12","8,12",0,113,2,"1,84",0,0,0,
476,"2009-10-13",10,"ASSECOBS","PLABS0000018",8,8,"7,6",8,"-1,48",335,5,"5,23",0,0,0,
477,"2009-10-14",10,"ASSECOBS","PLABS0000018","8,05","8,05","8,05","8,05","0,63",250,1,"4,03",0,0,0,
478,"2009-10-15",10,"ASSECOBS","PLABS0000018",0,0,0,"8,05",0,0,0,0,0,0,0,
479,"2009-10-16",10,"ASSECOBS","PLABS0000018","7,9","7,9","7,8","7,8","-3,11",493,5,"7,73",0,0,0,
480,"2009-10-19",10,"ASSECOBS","PLABS0000018","7,64","7,64","7,5","7,5","-3,85",1182,6,"17,88",0,0,0,
481,"2009-10-20",10,"ASSECOBS","PLABS0000018","7,55","7,6","7,51","7,52","0,27",760,4,"11,44",0,0,0,
482,"2009-10-21",10,"ASSECOBS","PLABS0000018","7,8","7,8","7,5","7,5","-0,27",30373,11,"455,84",0,0,0,
483,"2009-10-22",10,"ASSECOBS","PLABS0000018","7,53","7,6","7,53","7,6","1,33",183,3,"2,77",0,0,0,
484,"2009-10-23",10,"ASSECOBS","PLABS0000018","7,79","7,85","7,6","7,6",0,1714,7,"26,6",0,0,0,
485,"2009-10-26",10,"ASSECOBS","PLABS0000018","7,6","7,8","7,6","7,8","2,63",600,2,"9,32",0,0,0,
486,"2009-10-27",10,"ASSECOBS","PLABS0000018","7,7","7,7","7,63","7,7","-1,28",1044,5,"16,07",0,0,0,
487,"2009-10-28",10,"ASSECOBS","PLABS0000018","7,7","7,7","7,7","7,7",0,101,2,"1,56",0,0,0,
488,"2009-10-29",10,"ASSECOBS","PLABS0000018","7,63","7,7","7,63","7,7",0,960,3,"14,76",0,0,0,
489,"2009-10-30",10,"ASSECOBS","PLABS0000018",0,0,0,"7,7",0,0,0,0,0,0,0,
490,"2009-11-02",10,"ASSECOBS","PLABS0000018","7,7","7,7","7,63","7,63","-0,91",112,3,"1,71",0,0,0,
491,"2009-11-03",10,"ASSECOBS","PLABS0000018","7,65","7,65","7,65","7,65","0,26",32,1,"0,49",0,0,0,
492,"2009-11-04",10,"ASSECOBS","PLABS0000018","7,7","7,77","7,7","7,7","0,65",1670,6,"25,74",0,0,0,
493,"2009-11-05",10,"ASSECOBS","PLABS0000018","7,95","7,95","7,5","7,64","-0,78",10136,16,"156,82",0,0,0,
494,"2009-11-06",10,"ASSECOBS","PLABS0000018","7,74","7,95","7,69","7,85","2,75",257183,30,"3956,94",0,0,0,
495,"2009-11-09",10,"ASSECOBS","PLABS0000018","7,97","8,15","7,97","8,14","3,69",5149,31,"82,6",0,0,0,
496,"2009-11-10",10,"ASSECOBS","PLABS0000018","8,2","8,25","8,15","8,23","1,11",2771,18,"45,48",0,0,0,
497,"2009-11-12",10,"ASSECOBS","PLABS0000018","8,34","8,34","8,25","8,25","0,24",2590,14,"43,02",0,0,0,
498,"2009-11-13",10,"ASSECOBS","PLABS0000018","8,25","8,25","8,23","8,23","-0,24",840,6,"13,85",0,0,0,
499,"2009-11-16",10,"ASSECOBS","PLABS0000018","8,25","8,3","8,21","8,21","-0,24",3445,16,"56,73",0,0,0,
500,"2009-11-17",10,"ASSECOBS","PLABS0000018","8,3","8,4","8,22","8,31","1,22",3856,18,"63,98",0,0,0,
501,"2009-11-18",10,"ASSECOBS","PLABS0000018","8,35","8,35","8,23","8,3","-0,12",797,8,"13,2",0,0,0,
502,"2009-11-19",10,"ASSECOBS","PLABS0000018","8,34","8,34","8,05","8,06","-2,89",10211,8,"164,87",0,0,0,
503,"2009-11-20",10,"ASSECOBS","PLABS0000018",0,0,0,"8,06",0,0,0,0,0,0,0,
504,"2009-11-23",10,"ASSECOBS","PLABS0000018",0,0,0,"8,06",0,0,0,0,0,0,0,
505,"2009-11-24",10,"ASSECOBS","PLABS0000018",0,0,0,"8,06",0,0,0,0,0,0,0,
506,"2009-11-25",10,"ASSECOBS","PLABS0000018","7,76","7,88","7,74","7,75","-3,85",2958,14,"46,01",0,0,0,
507,"2009-11-26",10,"ASSECOBS","PLABS0000018","7,74","7,8","7,7","7,8","0,65",715,5,"11,13",0,0,0,
508,"2009-11-27",10,"ASSECOBS","PLABS0000018","7,7","7,8","7,7","7,8",0,1090,6,"16,8",0,0,0,
509,"2009-11-30",10,"ASSECOBS","PLABS0000018","7,8","7,8","7,8","7,8",0,530,4,"8,27",0,0,0,
510,"2009-12-01",10,"ASSECOBS","PLABS0000018","7,8","7,8","7,76","7,8",0,7325,5,"114,22",0,0,0,
511,"2009-12-02",10,"ASSECOBS","PLABS0000018","7,8","7,9","7,8","7,8",0,802,6,"12,54",0,0,0,
512,"2009-12-03",10,"ASSECOBS","PLABS0000018","7,77","7,88","7,6","7,6","-2,56",50646,6,"786,99",0,0,0,
513,"2009-12-04",10,"ASSECOBS","PLABS0000018","7,6","7,6","7,6","7,6",0,731,6,"11,11",0,0,0,
514,"2009-12-07",10,"ASSECOBS","PLABS0000018","7,6","7,6","7,6","7,6",0,450,2,"6,84",0,0,0,
515,"2009-12-08",10,"ASSECOBS","PLABS0000018","7,9","7,9","7,5","7,9","3,95",2241518,26,"33628,57",0,0,0,
516,"2009-12-09",10,"ASSECOBS","PLABS0000018","7,9","7,9","7,8","7,8","-1,27",324,3,"5,07",0,0,0,
517,"2009-12-10",10,"ASSECOBS","PLABS0000018","7,9","7,95","7,8","7,85","0,64",1624,8,"25,54",0,0,0,
518,"2009-12-11",10,"ASSECOBS","PLABS0000018","7,85","7,97","7,85","7,97","1,53",803,5,"12,72",0,0,0,
519,"2009-12-14",10,"ASSECOBS","PLABS0000018",8,"8,18",8,8,"0,38",5085,18,"81,71",0,0,0,
520,"2009-12-15",10,"ASSECOBS","PLABS0000018",8,8,8,8,0,1600,6,"25,6",0,0,0,
521,"2009-12-16",10,"ASSECOBS","PLABS0000018","8,1","8,14","8,1","8,1","1,25",3400,8,"55,1",0,0,0,
522,"2009-12-17",10,"ASSECOBS","PLABS0000018","8,12","8,29","8,12","8,25","1,85",16739,35,"274,66",0,0,0,
523,"2009-12-18",10,"ASSECOBS","PLABS0000018","8,21","8,5","8,21","8,45","2,42",4760,21,"79,67",0,0,0,
524,"2009-12-21",10,"ASSECOBS","PLABS0000018","8,5","8,5","8,3","8,45",0,2364,8,"39,39",0,0,0,
525,"2009-12-22",10,"ASSECOBS","PLABS0000018","8,45",9,"8,45","8,65","2,37",85384,30,"1476,77",0,0,0,
526,"2009-12-23",10,"ASSECOBS","PLABS0000018","8,81","8,81","8,66","8,8","1,73",1613,11,"28,34",0,0,0,
527,"2009-12-28",10,"ASSECOBS","PLABS0000018","8,8","8,9","8,8","8,88","0,91",1425,14,"25,25",0,0,0,
528,"2009-12-29",10,"ASSECOBS","PLABS0000018","8,9","9,2","8,88","9,15","3,04",202748,20,"3649,38",0,0,0,
529,"2009-12-30",10,"ASSECOBS","PLABS0000018","9,2","9,2",9,"9,15",0,281,5,"5,07",0,0,0,
530,"2009-12-31",10,"ASSECOBS","PLABS0000018","8,71","9,2","8,65","8,98","-1,86",11295,13,"195,69",0,0,0,
531,"2010-01-04",10,"ASSECOBS","PLABS0000018",9,9,"8,85","8,87","-1,22",6103,16,"108,14",0,0,0,
532,"2010-01-05",10,"ASSECOBS","PLABS0000018","8,85","9,2","8,81","9,2","3,72",337127,39,"5977,66",0,0,0,
533,"2010-01-06",10,"ASSECOBS","PLABS0000018","9,3","9,3","9,05","9,05","-1,63",25831,12,"475,48",0,0,0,
534,"2010-01-07",10,"ASSECOBS","PLABS0000018","8,95","9,15","8,7","9,05",0,27590,16,"497,96",0,0,0,
535,"2010-01-08",10,"ASSECOBS","PLABS0000018","8,9","9,2","8,9",9,"-0,55",157857,33,2866,0,0,0,
536,"2010-01-11",10,"ASSECOBS","PLABS0000018","8,95",9,"8,85","8,85","-1,67",28949,17,"518,86",0,0,0,
537,"2010-01-12",10,"ASSECOBS","PLABS0000018","8,85","8,95","8,85","8,86","0,11",5661,6,"101,28",0,0,0,
538,"2010-01-13",10,"ASSECOBS","PLABS0000018",0,0,0,"8,86",0,0,0,0,0,0,0,
539,"2010-01-14",10,"ASSECOBS","PLABS0000018","8,86","9,18","8,86","9,04","2,03",2918,10,"52,51",0,0,0,
540,"2010-01-15",10,"ASSECOBS","PLABS0000018","9,01","9,05",9,"9,05","0,11",1309,4,"23,59",0,0,0,
541,"2010-01-18",10,"ASSECOBS","PLABS0000018",0,0,0,"9,05",0,0,0,0,0,0,0,
542,"2010-01-19",10,"ASSECOBS","PLABS0000018","8,8",9,"8,8",9,"-0,55",11358,32,"204,13",0,0,0,
543,"2010-01-20",10,"ASSECOBS","PLABS0000018","8,99","8,99","8,99","8,99","-0,11",270,1,"4,85",0,0,0,
544,"2010-01-21",10,"ASSECOBS","PLABS0000018",0,0,0,"8,99",0,0,0,0,0,0,0,
545,"2010-01-22",10,"ASSECOBS","PLABS0000018","8,8","8,94","8,67","8,94","-0,56",865,5,"15,12",0,0,0,
546,"2010-01-25",10,"ASSECOBS","PLABS0000018","8,62","8,9","8,62","8,9","-0,45",2698,7,"47,71",0,0,0,
547,"2010-01-26",10,"ASSECOBS","PLABS0000018","8,65","8,7","8,63","8,7","-2,25",1871,13,"32,37",0,0,0,
548,"2010-01-27",10,"ASSECOBS","PLABS0000018","8,6","8,7","8,6","8,7",0,3776,11,"65,34",0,0,0,
549,"2010-01-28",10,"ASSECOBS","PLABS0000018","8,7","8,73","8,7","8,73","0,34",860,3,"14,99",0,0,0,
550,"2010-01-29",10,"ASSECOBS","PLABS0000018","8,73","8,95","8,69","8,95","2,52",6010,7,"106,79",0,0,0,
551,"2010-02-01",10,"ASSECOBS","PLABS0000018",0,0,0,"8,95",0,0,0,0,0,0,0,
552,"2010-02-02",10,"ASSECOBS","PLABS0000018","8,6","8,8","8,55","8,8","-1,68",6810,13,"117,06",0,0,0,
553,"2010-02-03",10,"ASSECOBS","PLABS0000018","8,75","8,79","8,65","8,79","-0,11",6306,8,"109,18",0,0,0,
554,"2010-02-04",10,"ASSECOBS","PLABS0000018",0,0,0,"8,79",0,0,0,0,0,0,0,
555,"2010-02-05",10,"ASSECOBS","PLABS0000018","8,6","8,75","8,4","8,45","-3,87",10723,21,"185,25",0,0,0,
556,"2010-02-08",10,"ASSECOBS","PLABS0000018","8,3","8,65","8,3","8,5","0,59",5280,7,"90,1",0,0,0,
557,"2010-02-09",10,"ASSECOBS","PLABS0000018","8,3","8,59","8,3","8,58","0,94",30663,14,"524,39",0,0,0,
558,"2010-02-10",10,"ASSECOBS","PLABS0000018","8,5","8,58","8,5","8,58",0,16321,35,"278,68",0,0,0,
559,"2010-02-11",10,"ASSECOBS","PLABS0000018","8,35","8,5","8,31","8,5","-0,93",7500,13,"127,29",0,0,0,
560,"2010-02-12",10,"ASSECOBS","PLABS0000018","8,4","8,54","8,4","8,5",0,90412,14,"1536,37",0,0,0,
561,"2010-02-15",10,"ASSECOBS","PLABS0000018","8,37","8,65","8,37","8,59","1,06",4972,12,"85,07",0,0,0,
562,"2010-02-16",10,"ASSECOBS","PLABS0000018","8,59","8,59","8,55","8,55","-0,47",1594,6,"27,38",0,0,0,
563,"2010-02-17",10,"ASSECOBS","PLABS0000018","8,59","8,7","8,5","8,69","1,64",8534,19,"147,41",0,0,0,
564,"2010-02-18",10,"ASSECOBS","PLABS0000018","8,69","8,76","8,6","8,76","0,81",4324,14,"74,96",0,0,0,
565,"2010-02-19",10,"ASSECOBS","PLABS0000018","8,78","8,8","8,78","8,8","0,46",700,4,"12,32",0,0,0,
566,"2010-02-22",10,"ASSECOBS","PLABS0000018",9,9,"8,82",9,"2,27",800,5,"14,26",0,0,0,
567,"2010-02-23",10,"ASSECOBS","PLABS0000018","8,9","9,15","8,9","9,15","1,67",4273,12,"77,67",0,0,0,
568,"2010-02-24",10,"ASSECOBS","PLABS0000018","9,1","9,15","8,92","9,15",0,736,6,"13,33",0,0,0,
569,"2010-02-25",10,"ASSECOBS","PLABS0000018",0,0,0,"9,15",0,0,0,0,0,0,0,
570,"2010-02-26",10,"ASSECOBS","PLABS0000018","9,1","9,3","9,1","9,3","1,64",2889,9,"53,26",0,0,0,
571,"2010-03-01",10,"ASSECOBS","PLABS0000018","9,49","9,55","9,2","9,25","-0,54",8288,18,"155,21",0,0,0,
572,"2010-03-02",10,"ASSECOBS","PLABS0000018","9,3","9,45","9,3","9,45","2,16",2605,8,"48,9",0,0,0,
573,"2010-03-03",10,"ASSECOBS","PLABS0000018","9,45","9,45","9,4","9,4","-0,53",3280,9,"61,89",0,0,0,
574,"2010-03-04",10,"ASSECOBS","PLABS0000018",0,0,0,"9,4",0,0,0,0,0,0,0,
575,"2010-03-05",10,"ASSECOBS","PLABS0000018","9,4","9,45","9,25","9,4",0,36465,28,"681,47",0,0,0,
576,"2010-03-08",10,"ASSECOBS","PLABS0000018","9,4","9,4","9,3","9,4",0,529790,12,"9959,77",0,0,0,
577,"2010-03-09",10,"ASSECOBS","PLABS0000018","9,3","9,45","9,26","9,45","0,53",800,3,"15,02",0,0,0,
578,"2010-03-10",10,"ASSECOBS","PLABS0000018","9,4","9,6","9,31","9,43","-0,21",17071,17,"322,73",0,0,0,
579,"2010-03-11",10,"ASSECOBS","PLABS0000018","9,53","9,53","9,4","9,53","1,06",3489,8,"66,12",0,0,0,
580,"2010-03-12",10,"ASSECOBS","PLABS0000018","9,55","9,88","9,55","9,85","3,36",48149,56,"929,4",0,0,0,
581,"2010-03-15",10,"ASSECOBS","PLABS0000018","9,91","10,18","9,91","10,1","2,54",50780,67,"1020,09",0,0,0,
582,"2010-03-16",10,"ASSECOBS","PLABS0000018","10,05","10,1","9,91","10,03","-0,69",25941,19,"521,78",0,0,0,
583,"2010-03-17",10,"ASSECOBS","PLABS0000018",10,"10,03","9,97","9,99","-0,4",81127,30,"1620,35",0,0,0,
584,"2010-03-18",10,"ASSECOBS","PLABS0000018","10,17","10,48","10,1","10,1","1,1",10683,29,"219,07",0,0,0,
585,"2010-03-19",10,"ASSECOBS","PLABS0000018","10,1","10,5",10,10,"-0,99",9755,31,"197,77",0,0,0,
586,"2010-03-22",10,"ASSECOBS","PLABS0000018","10,39","10,39",10,10,0,2529,15,"51,27",0,0,0,
587,"2010-03-23",10,"ASSECOBS","PLABS0000018","10,01","10,23","9,9","10,1",1,875,12,"17,48",0,0,0,
588,"2010-03-24",10,"ASSECOBS","PLABS0000018","10,19","10,19",10,10,"-0,99",1880,13,"37,64",0,0,0,
589,"2010-03-25",10,"ASSECOBS","PLABS0000018",10,"10,2",10,10,0,7889,17,"158,22",0,0,0,
590,"2010-03-26",10,"ASSECOBS","PLABS0000018","9,95","10,3","9,91",10,0,9306,22,"188,42",0,0,0,
591,"2010-03-29",10,"ASSECOBS","PLABS0000018",10,"10,15","9,9","9,99","-0,1",14297,29,"285,71",0,0,0,
592,"2010-03-30",10,"ASSECOBS","PLABS0000018","9,99","9,99","9,8","9,8","-1,9",12151,18,"239,87",0,0,0,
593,"2010-03-31",10,"ASSECOBS","PLABS0000018","9,83","9,83","9,4","9,82","0,2",7320,34,"141,97",0,0,0,
594,"2010-04-01",10,"ASSECOBS","PLABS0000018","9,8","9,8","9,56","9,6","-2,24",2496,11,"48,25",0,0,0,
595,"2010-04-06",10,"ASSECOBS","PLABS0000018","9,66","9,7","9,5","9,5","-1,04",14455,36,"278,51",0,0,0,
596,"2010-04-07",10,"ASSECOBS","PLABS0000018","9,53","9,7","9,5","9,5",0,11228,14,"213,43",0,0,0,
597,"2010-04-08",10,"ASSECOBS","PLABS0000018","9,45","9,79","9,45","9,64","1,47",11594,15,"223,41",0,0,0,
598,"2010-04-09",10,"ASSECOBS","PLABS0000018","9,61","9,79","9,61","9,75","1,14",9870,18,"191,63",0,0,0,
599,"2010-04-12",10,"ASSECOBS","PLABS0000018","9,88","9,88","9,88","9,88","1,33",2500,6,"49,4",0,0,0,
600,"2010-04-13",10,"ASSECOBS","PLABS0000018","9,9","10,12","9,9",10,"1,21",21020,38,"420,21",0,0,0,
601,"2010-04-14",10,"ASSECOBS","PLABS0000018","10,19","10,26","10,17","10,17","1,7",13959,33,"284,5",0,0,0,
602,"2010-04-15",10,"ASSECOBS","PLABS0000018","10,26","10,28","10,15","10,21","0,39",11163,34,"227,59",0,0,0,
603,"2010-04-16",10,"ASSECOBS","PLABS0000018","10,28","10,28","10,22","10,25","0,39",15556,42,"318,76",0,0,0,
604,"2010-04-19",10,"ASSECOBS","PLABS0000018","10,29","10,3","9,95","10,15","-0,98",11999,51,"244,1",0,0,0,
605,"2010-04-20",10,"ASSECOBS","PLABS0000018","10,21","10,27","10,11","10,11","-0,39",8132,39,"165,99",0,0,0,
606,"2010-04-21",10,"ASSECOBS","PLABS0000018","10,28","10,3","10,15","10,15","0,4",5527,25,"113,09",0,0,0,
607,"2010-04-22",10,"ASSECOBS","PLABS0000018","10,2","10,2",10,10,"-1,48",6570,20,"132,49",0,0,0,
608,"2010-04-23",10,"ASSECOBS","PLABS0000018","10,01","10,23","10,01","10,01","0,1",3625,15,"73,19",0,0,0,
609,"2010-04-26",10,"ASSECOBS","PLABS0000018","10,28","10,28","10,1","10,1","0,9",4994,15,"101,65",0,0,0,
610,"2010-04-27",10,"ASSECOBS","PLABS0000018","10,05","10,25","10,05","10,1",0,11071,26,"224,86",0,0,0,
611,"2010-04-28",10,"ASSECOBS","PLABS0000018","10,13","10,13","9,9","9,99","-1,09",12602,49,"251,06",0,0,0,
612,"2010-04-29",10,"ASSECOBS","PLABS0000018",10,"10,12","9,91",10,"0,1",7748,32,"154,83",0,0,0,
613,"2010-04-30",10,"ASSECOBS","PLABS0000018","10,11","10,3","10,11","10,2",2,5145,26,"105,42",0,0,0,
614,"2010-05-04",10,"ASSECOBS","PLABS0000018","10,27","10,4","9,5","9,92","-2,75",41415,86,"839,9",0,0,0,
615,"2010-05-05",10,"ASSECOBS","PLABS0000018","9,93","10,14","9,93",10,"0,81",61613,62,"1238,54",0,0,0,
616,"2010-05-06",10,"ASSECOBS","PLABS0000018","9,65","9,65","9,22","9,5","2,7",28291,76,"539,26",0,0,0,
617,"2010-05-07",10,"ASSECOBS","PLABS0000018",9,"9,28","8,7","9,25","-2,63",44259,83,"800,19",0,0,0,
618,"2010-05-10",10,"ASSECOBS","PLABS0000018","9,53","9,53","9,4","9,5","2,7",8897,32,"169,1",0,0,0,
619,"2010-05-11",10,"ASSECOBS","PLABS0000018","9,49","9,49","9,31","9,31",-2,293,3,"5,53",0,0,0,
620,"2010-05-12",10,"ASSECOBS","PLABS0000018","9,31","9,43","9,12","9,3","-0,11",3094,14,"57,47",0,0,0,
621,"2010-05-13",10,"ASSECOBS","PLABS0000018","9,4","9,4","8,92",9,"-3,23",35526,37,"649,48",0,0,0,
622,"2010-05-14",10,"ASSECOBS","PLABS0000018","8,9","8,94","8,8","8,8","-2,22",13130,22,"231,52",0,0,0,
623,"2010-05-17",10,"ASSECOBS","PLABS0000018","8,51","8,6","8,45","8,5","-3,41",23294,37,"395,97",0,0,0,
624,"2010-05-18",10,"ASSECOBS","PLABS0000018","8,5","8,5","8,3","8,42","-0,94",3603,20,"60,89",0,0,0,
625,"2010-05-19",10,"ASSECOBS","PLABS0000018","8,49","8,49","8,08","8,1","-3,8",9474,28,"154,03",0,0,0,
626,"2010-05-20",10,"ASSECOBS","PLABS0000018","8,1","8,2","8,1","8,2","1,23",9059,17,"148,29",0,0,0,
627,"2010-05-21",10,"ASSECOBS","PLABS0000018","8,03","8,33","8,03","8,33","1,59",10375,21,"169,23",0,0,0,
628,"2010-05-24",10,"ASSECOBS","PLABS0000018","8,2","8,4","8,2","8,2","-1,56",3820,10,"62,73",0,0,0,
629,"2010-05-25",10,"ASSECOBS","PLABS0000018","8,2","8,2","8,12","8,2",0,27345,15,"446,89",0,0,0,
630,"2010-05-26",10,"ASSECOBS","PLABS0000018","8,11","8,49","7,9","8,31","1,34",5149,16,"85,17",0,0,0,
631,"2010-05-27",10,"ASSECOBS","PLABS0000018","8,4","8,53","8,38","8,5","2,29",3699,9,"62,83",0,0,0,
632,"2010-05-28",10,"ASSECOBS","PLABS0000018","8,55","8,8","8,41","8,8","3,53",10171,19,"173,31",0,0,0,
633,"2010-05-31",10,"ASSECOBS","PLABS0000018","9,02","9,02","8,87","8,87","0,8",3433,17,"61,51",0,0,0,
634,"2010-06-01",10,"ASSECOBS","PLABS0000018","8,98","9,19","8,98","9,19","3,61",3243,17,"58,54",0,0,0,
635,"2010-06-02",10,"ASSECOBS","PLABS0000018","9,1","9,1",9,"9,1","-0,98",1115,6,"20,19",0,0,0,
636,"2010-06-04",10,"ASSECOBS","PLABS0000018",9,"9,1",9,"9,1",0,178,2,"3,22",0,0,0,
637,"2010-06-07",10,"ASSECOBS","PLABS0000018","9,1","9,1",9,9,"-1,1",1360,8,"24,57",0,0,0,
638,"2010-06-08",10,"ASSECOBS","PLABS0000018","9,1","9,1","8,7","9,09",1,470,6,"8,36",0,0,0,
639,"2010-06-09",10,"ASSECOBS","PLABS0000018","8,71","9,08","8,7","9,08","-0,11",550,3,"9,58",0,0,0,
640,"2010-06-10",10,"ASSECOBS","PLABS0000018","8,95","9,08","8,93","9,08",0,10032,11,"181,39",0,0,0,
641,"2010-06-11",10,"ASSECOBS","PLABS0000018","9,03","9,05","8,68","9,05","-0,33",4006,9,"71,87",0,0,0,
642,"2010-06-14",10,"ASSECOBS","PLABS0000018",9,"9,03",9,"9,03","-0,22",4150,7,"74,94",0,0,0,
643,"2010-06-15",10,"ASSECOBS","PLABS0000018","9,03","9,19","9,01","9,19","1,77",2697,12,"49,01",0,0,0,
644,"2010-06-16",10,"ASSECOBS","PLABS0000018","9,13","9,13","9,1","9,1","-0,98",2310,5,"42,11",0,0,0,
645,"2010-06-17",10,"ASSECOBS","PLABS0000018",9,"9,1",9,"9,08","-0,22",1573,5,"28,43",0,0,0,
646,"2010-06-18",10,"ASSECOBS","PLABS0000018",9,9,9,9,"-0,88",1789,5,"32,2",0,0,0,
