"LP.","Data","Typ instrumentu","Nazwa","ISIN","Kurs otwarcia","Kurs maksymalny","Kurs minimalny","Kurs zamkniecia","Zmiana","Wolumen obrotu","Liczba transakcji","Wartosc obrotu w tys. zl","Liczba otwartych pozycji","Wartosc otwartych pozycji w mln zl","Cena nominalna obligacji","Waluta"
1,"2007-11-19",10,"ASSECOBS","PLABS0000018","11,05",12,"11,05","11,32","2,91",68433,88,"1567,72",0,0,0,
2,"2007-11-20",10,"ASSECOBS","PLABS0000018","11,33","11,5","11,2","11,5","1,59",7945,21,"180,05",0,0,0,
3,"2007-11-21",10,"ASSECOBS","PLABS0000018","11,6","11,6","11,41","11,5",0,14736,25,"339,29",0,0,0,
4,"2007-11-22",10,"ASSECOBS","PLABS0000018","11,5","11,5",11,11,"-4,35",1026,6,"23,33",0,0,0,
5,"2007-11-23",10,"ASSECOBS","PLABS0000018","11,1","11,6","11,1","11,6","5,45",2406,11,"55,45",0,0,0,
6,"2007-11-26",10,"ASSECOBS","PLABS0000018",12,12,"11,6","11,8","1,72",6679,12,"155,59",0,0,0,
7,"2007-11-27",10,"ASSECOBS","PLABS0000018",0,0,0,"11,8",0,0,0,0,0,0,0,
8,"2007-11-28",10,"ASSECOBS","PLABS0000018","11,85",12,"11,85",12,"1,69",1017,5,"24,25",0,0,0,
9,"2007-11-29",10,"ASSECOBS","PLABS0000018","12,1","12,1","12,1","12,1","0,83",10,1,"0,24",0,0,0,
10,"2007-11-30",10,"ASSECOBS","PLABS0000018",0,0,0,"12,1",0,0,0,0,0,0,0,
11,"2007-12-03",10,"ASSECOBS","PLABS0000018","11,33",12,"11,11",12,"-0,83",200,4,"4,62",0,0,0,
12,"2007-12-04",10,"ASSECOBS","PLABS0000018",0,0,0,12,0,0,0,0,0,0,0,
13,"2007-12-05",10,"ASSECOBS","PLABS0000018","12,9","12,9","12,9","12,9","7,5",4,1,"0,1",0,0,0,
14,"2007-12-06",10,"ASSECOBS","PLABS0000018","12,1","12,1","12,1","12,1","-6,2",711,3,"17,21",0,0,0,
15,"2007-12-07",10,"ASSECOBS","PLABS0000018","12,2","12,2","11,9","11,9","-1,65",575,3,"13,7",0,0,0,
16,"2007-12-10",10,"ASSECOBS","PLABS0000018",12,"12,1",12,"12,1","1,68",1128,6,"27,1",0,0,0,
17,"2007-12-11",10,"ASSECOBS","PLABS0000018","11,67","12,1","11,67","12,1",0,569,2,"13,28",0,0,0,
18,"2007-12-12",10,"ASSECOBS","PLABS0000018","11,99","12,3","11,9","12,3","1,65",6407,14,"155,75",0,0,0,
19,"2007-12-13",10,"ASSECOBS","PLABS0000018","12,35","12,35","12,35","12,35","0,41",2,1,"0,05",0,0,0,
20,"2007-12-14",10,"ASSECOBS","PLABS0000018","12,35","12,35","12,35","12,35",0,10,1,"0,25",0,0,0,
21,"2007-12-17",10,"ASSECOBS","PLABS0000018","12,5","12,5","12,2","12,4","0,4",1163,7,"28,81",0,0,0,
22,"2007-12-18",10,"ASSECOBS","PLABS0000018",0,0,0,"12,4",0,0,0,0,0,0,0,
23,"2007-12-19",10,"ASSECOBS","PLABS0000018","12,5","12,5","12,2","12,5","0,81",130,4,"3,24",0,0,0,
24,"2007-12-20",10,"ASSECOBS","PLABS0000018",12,"12,5",12,12,-4,300,4,"7,21",0,0,0,
25,"2007-12-21",10,"ASSECOBS","PLABS0000018","12,45","12,45",12,"12,45","3,75",10501,5,"252,47",0,0,0,
26,"2007-12-27",10,"ASSECOBS","PLABS0000018","12,12","12,12","12,1","12,1","-2,81",501,3,"12,13",0,0,0,
27,"2007-12-28",10,"ASSECOBS","PLABS0000018","11,6","12,7","11,6","12,5","3,31",4500,13,"112,57",0,0,0,
28,"2008-01-02",10,"ASSECOBS","PLABS0000018","12,5","12,5","12,5","12,5",0,1560,3,39,0,0,0,
29,"2008-01-03",10,"ASSECOBS","PLABS0000018","12,5","12,5","12,11","12,11","-3,12",511,3,"12,53",0,0,0,
30,"2008-01-04",10,"ASSECOBS","PLABS0000018","12,11","12,11","12,11","12,11",0,500,2,"12,11",0,0,0,
31,"2008-01-07",10,"ASSECOBS","PLABS0000018",12,"12,4",12,"12,4","2,39",71,2,"1,7",0,0,0,
32,"2008-01-08",10,"ASSECOBS","PLABS0000018","12,4","12,55","12,2","12,51","0,89",159072,12,"3990,33",0,0,0,
33,"2008-01-09",10,"ASSECOBS","PLABS0000018","12,01","12,01",12,12,"-4,08",5503,8,"132,08",0,0,0,
34,"2008-01-10",10,"ASSECOBS","PLABS0000018","12,39","12,39","12,39","12,39","3,25",26,1,"0,64",0,0,0,
35,"2008-01-11",10,"ASSECOBS","PLABS0000018",0,0,0,"12,39",0,0,0,0,0,0,0,
36,"2008-01-14",10,"ASSECOBS","PLABS0000018","12,07","12,4","11,8","12,4","0,08",25691,9,"616,46",0,0,0,
37,"2008-01-15",10,"ASSECOBS","PLABS0000018",0,0,0,"12,4",0,0,0,0,0,0,0,
38,"2008-01-16",10,"ASSECOBS","PLABS0000018","11,8","11,8","11,5","11,5","-7,26",44131,11,"1036,06",0,0,0,
39,"2008-01-17",10,"ASSECOBS","PLABS0000018","11,99","11,99","11,9","11,9","3,48",30350,8,"722,33",0,0,0,
40,"2008-01-18",10,"ASSECOBS","PLABS0000018",0,0,0,"11,9",0,0,0,0,0,0,0,
41,"2008-01-21",10,"ASSECOBS","PLABS0000018","12,4","12,4","12,4","12,4","4,2",14,2,"0,35",0,0,0,
42,"2008-01-22",10,"ASSECOBS","PLABS0000018",12,12,11,"11,81","-4,76",55098,15,"1300,32",0,0,0,
43,"2008-01-23",10,"ASSECOBS","PLABS0000018","11,85","12,2","11,85",12,"1,61",31542,23,"752,36",0,0,0,
44,"2008-01-24",10,"ASSECOBS","PLABS0000018",0,0,0,12,0,0,0,0,0,0,0,
45,"2008-01-25",10,"ASSECOBS","PLABS0000018",12,"12,1",12,"12,1","0,83",398,2,"9,57",0,0,0,
46,"2008-01-28",10,"ASSECOBS","PLABS0000018","11,5","12,3","11,5","12,3","1,65",1089,5,"26,59",0,0,0,
47,"2008-01-29",10,"ASSECOBS","PLABS0000018","12,4","12,5","12,4","12,5","1,63",800,3,"19,93",0,0,0,
48,"2008-01-30",10,"ASSECOBS","PLABS0000018",0,0,0,"12,5",0,0,0,0,0,0,0,
49,"2008-01-31",10,"ASSECOBS","PLABS0000018",0,0,0,"12,5",0,0,0,0,0,0,0,
50,"2008-02-01",10,"ASSECOBS","PLABS0000018","12,45","12,5","12,45","12,5",0,2387,10,"59,59",0,0,0,
51,"2008-02-04",10,"ASSECOBS","PLABS0000018","12,3","12,9","12,3","12,5",0,6100,10,"151,58",0,0,0,
52,"2008-02-05",10,"ASSECOBS","PLABS0000018","12,76","12,9","12,76","12,9","3,2",2,2,"0,05",0,0,0,
53,"2008-02-06",10,"ASSECOBS","PLABS0000018","12,5","12,5","12,5","12,5","-3,1",484,3,"12,1",0,0,0,
54,"2008-02-07",10,"ASSECOBS","PLABS0000018","12,9",13,"12,5","12,5",0,1609,6,"41,58",0,0,0,
55,"2008-02-08",10,"ASSECOBS","PLABS0000018","12,99",13,"12,5",13,4,1600,5,"41,48",0,0,0,
56,"2008-02-11",10,"ASSECOBS","PLABS0000018",0,0,0,13,0,0,0,0,0,0,0,
57,"2008-02-12",10,"ASSECOBS","PLABS0000018",0,0,0,13,0,0,0,0,0,0,0,
58,"2008-02-13",10,"ASSECOBS","PLABS0000018",13,13,13,13,0,15,1,"0,39",0,0,0,
59,"2008-02-14",10,"ASSECOBS","PLABS0000018",13,13,13,13,0,225,2,"5,85",0,0,0,
60,"2008-02-15",10,"ASSECOBS","PLABS0000018",13,13,13,13,0,1500,3,39,0,0,0,
61,"2008-02-18",10,"ASSECOBS","PLABS0000018",0,0,0,13,0,0,0,0,0,0,0,
62,"2008-02-19",10,"ASSECOBS","PLABS0000018",13,13,13,13,0,40,1,"1,04",0,0,0,
63,"2008-02-20",10,"ASSECOBS","PLABS0000018",13,"13,25",13,"13,25","1,92",110314,14,"2888,66",0,0,0,
64,"2008-02-21",10,"ASSECOBS","PLABS0000018","13,25","13,5","13,25","13,5","1,89",2480,12,"66,44",0,0,0,
65,"2008-02-22",10,"ASSECOBS","PLABS0000018","13,5",14,"13,5","13,5",0,545,3,"14,9",0,0,0,
66,"2008-02-25",10,"ASSECOBS","PLABS0000018","13,05","13,49","13,02","13,49","-0,07",860,5,"22,88",0,0,0,
67,"2008-02-26",10,"ASSECOBS","PLABS0000018","13,25","13,4","13,25","13,25","-1,78",725,5,"19,22",0,0,0,
68,"2008-02-27",10,"ASSECOBS","PLABS0000018","13,49","13,75","13,15","13,15","-0,75",8080,9,"214,98",0,0,0,
69,"2008-02-28",10,"ASSECOBS","PLABS0000018","13,7","13,75","13,05","13,75","4,56",1080,6,"29,15",0,0,0,
70,"2008-02-29",10,"ASSECOBS","PLABS0000018","13,75","13,95","13,7","13,7","-0,36",1312,5,"36,31",0,0,0,
71,"2008-03-03",10,"ASSECOBS","PLABS0000018","13,8","13,95","13,5","13,7",0,487,5,"13,37",0,0,0,
72,"2008-03-04",10,"ASSECOBS","PLABS0000018","13,85","13,85","13,15","13,15","-4,01",618,5,"16,46",0,0,0,
73,"2008-03-05",10,"ASSECOBS","PLABS0000018",13,13,13,13,"-1,14",308,2,"8,01",0,0,0,
74,"2008-03-06",10,"ASSECOBS","PLABS0000018","12,8","13,79","12,8","13,45","3,46",397,5,"10,69",0,0,0,
75,"2008-03-07",10,"ASSECOBS","PLABS0000018","12,81",13,"12,4","12,4","-7,81",698,6,"17,83",0,0,0,
76,"2008-03-10",10,"ASSECOBS","PLABS0000018","13,5","13,5","13,5","13,5","8,87",1,1,"0,03",0,0,0,
77,"2008-03-11",10,"ASSECOBS","PLABS0000018",0,0,0,"13,5",0,0,0,0,0,0,0,
78,"2008-03-12",10,"ASSECOBS","PLABS0000018","12,9","13,6","12,9","13,6","0,74",1423,8,"38,49",0,0,0,
79,"2008-03-13",10,"ASSECOBS","PLABS0000018","13,5","13,5","13,3","13,3","-2,21",137,2,"3,66",0,0,0,
80,"2008-03-14",10,"ASSECOBS","PLABS0000018",0,0,0,"13,3",0,0,0,0,0,0,0,
81,"2008-03-17",10,"ASSECOBS","PLABS0000018",13,13,13,13,"-2,26",239,2,"6,21",0,0,0,
82,"2008-03-18",10,"ASSECOBS","PLABS0000018",0,0,0,13,0,0,0,0,0,0,0,
83,"2008-03-19",10,"ASSECOBS","PLABS0000018",0,0,0,13,0,0,0,0,0,0,0,
84,"2008-03-20",10,"ASSECOBS","PLABS0000018","12,14","12,14","12,12","12,12","-6,77",370,3,"8,98",0,0,0,
85,"2008-03-25",10,"ASSECOBS","PLABS0000018","12,12","12,12","12,12","12,12",0,300,1,"7,27",0,0,0,
86,"2008-03-26",10,"ASSECOBS","PLABS0000018","12,12","12,12","12,12","12,12",0,50,1,"1,21",0,0,0,
87,"2008-03-27",10,"ASSECOBS","PLABS0000018","12,12","12,57","12,12","12,45","2,72",1238,5,"30,83",0,0,0,
88,"2008-03-28",10,"ASSECOBS","PLABS0000018","12,67","12,67","12,67","12,67","1,77",300,1,"7,6",0,0,0,
89,"2008-03-31",10,"ASSECOBS","PLABS0000018","12,32","12,66","12,32","12,66","-0,08",1110,3,"27,96",0,0,0,
90,"2008-04-01",10,"ASSECOBS","PLABS0000018","12,16","12,58","12,15","12,58","-0,63",300,3,"7,46",0,0,0,
91,"2008-04-02",10,"ASSECOBS","PLABS0000018","12,73","12,74","12,73","12,74","1,27",200,2,"5,09",0,0,0,
92,"2008-04-03",10,"ASSECOBS","PLABS0000018","12,16","12,16","12,15","12,15","-4,63",160,2,"3,89",0,0,0,
93,"2008-04-04",10,"ASSECOBS","PLABS0000018","12,3","12,54","12,3","12,5","2,88",400,4,"9,91",0,0,0,
94,"2008-04-07",10,"ASSECOBS","PLABS0000018",0,0,0,"12,5",0,0,0,0,0,0,0,
95,"2008-04-08",10,"ASSECOBS","PLABS0000018","12,66","12,66","12,66","12,66","1,28",48,1,"1,22",0,0,0,
96,"2008-04-09",10,"ASSECOBS","PLABS0000018","12,4","12,6","12,4","12,6","-0,47",335,4,"8,43",0,0,0,
97,"2008-04-10",10,"ASSECOBS","PLABS0000018","12,4","12,55","12,4","12,55","-0,4",500,2,"12,49",0,0,0,
98,"2008-04-11",10,"ASSECOBS","PLABS0000018","12,11","12,55","12,11","12,55",0,450,4,"11,13",0,0,0,
99,"2008-04-14",10,"ASSECOBS","PLABS0000018",0,0,0,"12,55",0,0,0,0,0,0,0,
100,"2008-04-15",10,"ASSECOBS","PLABS0000018","12,2","12,6","12,2","12,6","0,4",900,7,"22,3",0,0,0,
101,"2008-04-16",10,"ASSECOBS","PLABS0000018","12,2","12,6","12,2","12,6",0,800,5,"19,88",0,0,0,
102,"2008-04-17",10,"ASSECOBS","PLABS0000018","12,2","12,6","12,1","12,3","-2,38",1211,7,"30,01",0,0,0,
103,"2008-04-18",10,"ASSECOBS","PLABS0000018","12,23","12,5","12,1","12,5","1,63",50300,9,"1217,55",0,0,0,
104,"2008-04-21",10,"ASSECOBS","PLABS0000018","12,1","12,44","12,1","12,44","-0,48",532,2,"13,01",0,0,0,
105,"2008-04-22",10,"ASSECOBS","PLABS0000018","12,4","12,4","12,4","12,4","-0,32",1000,2,"24,8",0,0,0,
106,"2008-04-23",10,"ASSECOBS","PLABS0000018",0,0,0,"12,4",0,0,0,0,0,0,0,
107,"2008-04-24",10,"ASSECOBS","PLABS0000018","12,38","12,38","11,9","11,98","-3,39",850,7,"20,59",0,0,0,
108,"2008-04-25",10,"ASSECOBS","PLABS0000018",0,0,0,"11,98",0,0,0,0,0,0,0,
109,"2008-04-28",10,"ASSECOBS","PLABS0000018","11,98","12,55","11,71","12,18","1,67",20251,7,"487,25",0,0,0,
110,"2008-04-29",10,"ASSECOBS","PLABS0000018","12,18","12,18","12,18","12,18",0,100,1,"2,44",0,0,0,
111,"2008-04-30",10,"ASSECOBS","PLABS0000018",0,0,0,"12,18",0,0,0,0,0,0,0,
112,"2008-05-05",10,"ASSECOBS","PLABS0000018","12,13","12,13",12,"12,13","-0,41",10850,10,"260,84",0,0,0,
113,"2008-05-06",10,"ASSECOBS","PLABS0000018",12,12,12,12,"-1,07",178,1,"4,27",0,0,0,
114,"2008-05-07",10,"ASSECOBS","PLABS0000018","12,6","12,6",12,12,0,8,2,"0,19",0,0,0,
115,"2008-05-08",10,"ASSECOBS","PLABS0000018","12,1","12,1","12,1","12,1","0,83",300,1,"7,26",0,0,0,
116,"2008-05-09",10,"ASSECOBS","PLABS0000018","12,1","12,6","12,1","12,5","3,31",145603,7,"3581,78",0,0,0,
117,"2008-05-12",10,"ASSECOBS","PLABS0000018","12,5",13,"12,5",13,4,3603,12,"91,21",0,0,0,
118,"2008-05-13",10,"ASSECOBS","PLABS0000018","12,99","13,1","12,99","13,1","0,77",5123,7,"133,93",0,0,0,
119,"2008-05-14",10,"ASSECOBS","PLABS0000018","13,2","13,2",13,13,"-0,76",186,6,"4,85",0,0,0,
120,"2008-05-15",10,"ASSECOBS","PLABS0000018","13,27","13,3","13,12","13,25","1,92",1795,11,"47,6",0,0,0,
121,"2008-05-16",10,"ASSECOBS","PLABS0000018",0,0,0,"13,25",0,0,0,0,0,0,0,
122,"2008-05-19",10,"ASSECOBS","PLABS0000018","13,25","13,25","13,25","13,25",0,454,1,"12,03",0,0,0,
123,"2008-05-20",10,"ASSECOBS","PLABS0000018","13,37","13,4","12,95","13,3","0,38",3687,11,"97,13",0,0,0,
124,"2008-05-21",10,"ASSECOBS","PLABS0000018",13,"13,24","12,81",13,"-2,26",31200,7,"811,24",0,0,0,
125,"2008-05-23",10,"ASSECOBS","PLABS0000018","12,61",13,"12,61",13,0,481,2,"12,44",0,0,0,
126,"2008-05-26",10,"ASSECOBS","PLABS0000018","12,9","12,95","12,9","12,95","-0,38",1079,2,"27,85",0,0,0,
127,"2008-05-27",10,"ASSECOBS","PLABS0000018","12,8","12,99","12,8","12,99","0,31",230,2,"5,93",0,0,0,
128,"2008-05-28",10,"ASSECOBS","PLABS0000018",13,13,"12,99","12,99",0,149,2,"3,87",0,0,0,
129,"2008-05-29",10,"ASSECOBS","PLABS0000018","12,8","12,8","12,8","12,8","-1,46",980,1,"25,09",0,0,0,
130,"2008-05-30",10,"ASSECOBS","PLABS0000018","12,97","12,97","12,97","12,97","1,33",198,1,"5,14",0,0,0,
131,"2008-06-02",10,"ASSECOBS","PLABS0000018","12,7","13,1","12,7","13,1",1,5963,5,"154,88",0,0,0,
132,"2008-06-03",10,"ASSECOBS","PLABS0000018","13,05","13,05","13,05","13,05","-0,38",4000,1,"104,4",0,0,0,
133,"2008-06-04",10,"ASSECOBS","PLABS0000018","13,05","13,05","13,05","13,05",0,76,1,"1,98",0,0,0,
134,"2008-06-05",10,"ASSECOBS","PLABS0000018",0,0,0,"13,05",0,0,0,0,0,0,0,
135,"2008-06-06",10,"ASSECOBS","PLABS0000018","12,8","12,8","12,8","12,8","-1,92",809,1,"20,71",0,0,0,
136,"2008-06-09",10,"ASSECOBS","PLABS0000018","12,5","12,7","12,5","12,7","-0,78",2680,5,"67,08",0,0,0,
137,"2008-06-10",10,"ASSECOBS","PLABS0000018","12,77","12,77",12,"12,2","-3,94",11301,17,"273,27",0,0,0,
138,"2008-06-11",10,"ASSECOBS","PLABS0000018","12,3","12,45","12,3","12,45","2,05",1380,4,"33,98",0,0,0,
139,"2008-06-12",10,"ASSECOBS","PLABS0000018",0,0,0,"12,45",0,0,0,0,0,0,0,
140,"2008-06-13",10,"ASSECOBS","PLABS0000018","12,2","12,2","12,1","12,1","-2,81",1960,2,"47,63",0,0,0,
141,"2008-06-16",10,"ASSECOBS","PLABS0000018","12,01","12,06","12,01","12,06","-0,33",3585,3,"86,26",0,0,0,
142,"2008-06-17",10,"ASSECOBS","PLABS0000018","12,15","12,15","12,15","12,15","0,75",5,1,"0,12",0,0,0,
143,"2008-06-18",10,"ASSECOBS","PLABS0000018",12,12,12,12,"-1,23",950,1,"22,8",0,0,0,
144,"2008-06-19",10,"ASSECOBS","PLABS0000018",0,0,0,12,0,0,0,0,0,0,0,
145,"2008-06-20",10,"ASSECOBS","PLABS0000018",0,0,0,12,0,0,0,0,0,0,0,
146,"2008-06-23",10,"ASSECOBS","PLABS0000018",0,0,0,12,0,0,0,0,0,0,0,
147,"2008-06-24",10,"ASSECOBS","PLABS0000018",12,12,"11,4","11,68","-2,67",1125,3,"25,74",0,0,0,
148,"2008-06-25",10,"ASSECOBS","PLABS0000018","11,4","11,45","11,4","11,45","-1,97",1100,3,"25,09",0,0,0,
149,"2008-06-26",10,"ASSECOBS","PLABS0000018",0,0,0,"11,45",0,0,0,0,0,0,0,
150,"2008-06-27",10,"ASSECOBS","PLABS0000018",0,0,0,"11,45",0,0,0,0,0,0,0,
151,"2008-06-30",10,"ASSECOBS","PLABS0000018",0,0,0,"11,45",0,0,0,0,0,0,0,
152,"2008-07-01",10,"ASSECOBS","PLABS0000018","11,11","11,3","10,71","11,3","-1,31",610,6,"13,48",0,0,0,
153,"2008-07-02",10,"ASSECOBS","PLABS0000018",0,0,0,"11,3",0,0,0,0,0,0,0,
154,"2008-07-03",10,"ASSECOBS","PLABS0000018",11,"11,05","10,55","10,55","-6,64",2001,5,"44,12",0,0,0,
155,"2008-07-04",10,"ASSECOBS","PLABS0000018","10,11","10,11","10,1","10,1","-4,27",1145,4,"23,13",0,0,0,
156,"2008-07-07",10,"ASSECOBS","PLABS0000018","10,4","10,4","9,8","9,8","-2,97",545,5,"11,09",0,0,0,
157,"2008-07-08",10,"ASSECOBS","PLABS0000018","9,8","9,8","9,5","9,5","-3,06",510,3,"9,76",0,0,0,
158,"2008-07-09",10,"ASSECOBS","PLABS0000018","9,7","10,2","9,7","10,2","7,37",1500,3,"29,6",0,0,0,
159,"2008-07-10",10,"ASSECOBS","PLABS0000018","10,3","10,3","10,3","10,3","0,98",30,1,"0,62",0,0,0,
160,"2008-07-11",10,"ASSECOBS","PLABS0000018","10,05","10,4","10,05","10,4","0,97",400,3,"8,1",0,0,0,
161,"2008-07-14",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,4","10,4",0,1005,3,"20,9",0,0,0,
162,"2008-07-15",10,"ASSECOBS","PLABS0000018",0,0,0,"10,4",0,0,0,0,0,0,0,
163,"2008-07-16",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,1","10,1","-2,88",1025,2,"20,72",0,0,0,
164,"2008-07-17",10,"ASSECOBS","PLABS0000018","10,1","10,1","10,1","10,1",0,5,1,"0,1",0,0,0,
165,"2008-07-18",10,"ASSECOBS","PLABS0000018","10,1","10,15","10,1","10,15","0,5",10,2,"0,2",0,0,0,
166,"2008-07-21",10,"ASSECOBS","PLABS0000018",0,0,0,"10,15",0,0,0,0,0,0,0,
167,"2008-07-22",10,"ASSECOBS","PLABS0000018",0,0,0,"10,15",0,0,0,0,0,0,0,
168,"2008-07-23",10,"ASSECOBS","PLABS0000018","10,3","10,3","10,3","10,3","1,48",150,1,"3,09",0,0,0,
169,"2008-07-24",10,"ASSECOBS","PLABS0000018",0,0,0,"10,3",0,0,0,0,0,0,0,
170,"2008-07-25",10,"ASSECOBS","PLABS0000018",0,0,0,"10,3",0,0,0,0,0,0,0,
171,"2008-07-28",10,"ASSECOBS","PLABS0000018",10,"10,4",10,"10,4","0,97",657,4,"13,66",0,0,0,
172,"2008-07-29",10,"ASSECOBS","PLABS0000018",0,0,0,"10,4",0,0,0,0,0,0,0,
173,"2008-07-30",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,4","10,4",0,10,1,"0,21",0,0,0,
174,"2008-07-31",10,"ASSECOBS","PLABS0000018",0,0,0,"10,4",0,0,0,0,0,0,0,
175,"2008-08-01",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,4","10,4",0,31,1,"0,64",0,0,0,
176,"2008-08-04",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,4","10,4",0,30,1,"0,62",0,0,0,
177,"2008-08-05",10,"ASSECOBS","PLABS0000018",0,0,0,"10,4",0,0,0,0,0,0,0,
178,"2008-08-06",10,"ASSECOBS","PLABS0000018",0,0,0,"10,4",0,0,0,0,0,0,0,
179,"2008-08-07",10,"ASSECOBS","PLABS0000018","10,39","11,3","10,39","11,3","8,65",2020,7,"42,33",0,0,0,
180,"2008-08-08",10,"ASSECOBS","PLABS0000018","11,35","11,45","11,35","11,45","1,33",1200,3,"27,34",0,0,0,
181,"2008-08-11",10,"ASSECOBS","PLABS0000018","11,95","11,95","11,95","11,95","4,37",500,2,"11,95",0,0,0,
182,"2008-08-12",10,"ASSECOBS","PLABS0000018","12,5","12,5","11,51","12,5","4,6",297,3,"7,33",0,0,0,
183,"2008-08-13",10,"ASSECOBS","PLABS0000018",12,"12,2",12,"12,2","-2,4",1400,11,"33,68",0,0,0,
184,"2008-08-14",10,"ASSECOBS","PLABS0000018","12,3","12,3","12,3","12,3","0,82",2,1,"0,05",0,0,0,
185,"2008-08-18",10,"ASSECOBS","PLABS0000018","12,45","12,45","12,45","12,45","1,22",20,1,"0,5",0,0,0,
186,"2008-08-19",10,"ASSECOBS","PLABS0000018","12,44","12,44","12,44","12,44","-0,08",10,1,"0,25",0,0,0,
187,"2008-08-20",10,"ASSECOBS","PLABS0000018","12,05","12,45","12,05","12,4","-0,32",1210,8,"29,31",0,0,0,
188,"2008-08-21",10,"ASSECOBS","PLABS0000018","12,15","12,15","12,05","12,15","-2,02",1112,3,"26,82",0,0,0,
189,"2008-08-22",10,"ASSECOBS","PLABS0000018","12,45","12,45","12,45","12,45","2,47",10,1,"0,25",0,0,0,
190,"2008-08-25",10,"ASSECOBS","PLABS0000018","12,05","12,45",12,"12,35","-0,8",1650,5,"39,86",0,0,0,
191,"2008-08-26",10,"ASSECOBS","PLABS0000018","12,35","12,45","12,35","12,45","0,81",17,2,"0,42",0,0,0,
192,"2008-08-27",10,"ASSECOBS","PLABS0000018","12,45","12,45","12,45","12,45",0,10,1,"0,25",0,0,0,
193,"2008-08-28",10,"ASSECOBS","PLABS0000018","12,45","12,45","12,45","12,45",0,10,1,"0,25",0,0,0,
194,"2008-08-29",10,"ASSECOBS","PLABS0000018","12,4","12,45","12,4","12,45",0,200,2,"4,98",0,0,0,
195,"2008-09-01",10,"ASSECOBS","PLABS0000018","12,1","12,39","12,05","12,39","-0,48",2415,5,"58,38",0,0,0,
196,"2008-09-02",10,"ASSECOBS","PLABS0000018","12,39","12,4","12,39","12,4","0,08",3030,8,"75,1",0,0,0,
197,"2008-09-03",10,"ASSECOBS","PLABS0000018","12,4","12,4","12,39","12,4",0,2005,3,"49,71",0,0,0,
198,"2008-09-04",10,"ASSECOBS","PLABS0000018","12,4","12,4","12,4","12,4",0,10,1,"0,25",0,0,0,
199,"2008-09-05",10,"ASSECOBS","PLABS0000018","12,4","12,4","12,05","12,3","-0,81",1513,6,"36,49",0,0,0,
200,"2008-09-08",10,"ASSECOBS","PLABS0000018","12,3","12,3","12,3","12,3",0,110,2,"2,71",0,0,0,
201,"2008-09-09",10,"ASSECOBS","PLABS0000018","11,85","12,33","10,98","11,7","-4,88",1104051,68,"24318,1",0,0,0,
202,"2008-09-10",10,"ASSECOBS","PLABS0000018","12,3","12,3","12,3","12,3","5,13",10,1,"0,25",0,0,0,
203,"2008-09-11",10,"ASSECOBS","PLABS0000018","11,6","11,6","11,6","11,6","-5,69",1371,2,"31,81",0,0,0,
204,"2008-09-12",10,"ASSECOBS","PLABS0000018","11,6","11,69","11,3","11,69","0,78",1305,4,"29,65",0,0,0,
205,"2008-09-15",10,"ASSECOBS","PLABS0000018","10,66","11,65","10,66","11,65","-0,34",1554,2,"36,1",0,0,0,
206,"2008-09-16",10,"ASSECOBS","PLABS0000018",11,"11,2",11,"11,2","-3,86",3250,4,"72,42",0,0,0,
207,"2008-09-17",10,"ASSECOBS","PLABS0000018",11,11,11,11,"-1,79",20,1,"0,44",0,0,0,
208,"2008-09-18",10,"ASSECOBS","PLABS0000018",11,11,"10,6","10,6","-3,64",2185,3,"46,44",0,0,0,
209,"2008-09-19",10,"ASSECOBS","PLABS0000018","10,71",11,"10,71",11,"3,77",2400,2,"52,1",0,0,0,
210,"2008-09-22",10,"ASSECOBS","PLABS0000018","10,99","10,99","10,99","10,99","-0,09",10,1,"0,22",0,0,0,
211,"2008-09-23",10,"ASSECOBS","PLABS0000018","10,98",11,"10,98",11,"0,09",354,3,"7,78",0,0,0,
212,"2008-09-24",10,"ASSECOBS","PLABS0000018",0,0,0,11,0,0,0,0,0,0,0,
213,"2008-09-25",10,"ASSECOBS","PLABS0000018","10,8","10,8","10,5","10,8","-1,82",1240,3,"26,18",0,0,0,
214,"2008-09-26",10,"ASSECOBS","PLABS0000018","10,8","10,8","10,8","10,8",0,95,1,"2,05",0,0,0,
215,"2008-09-29",10,"ASSECOBS","PLABS0000018",0,0,0,"10,8",0,0,0,0,0,0,0,
216,"2008-09-30",10,"ASSECOBS","PLABS0000018","10,05","10,49","9,8","9,8","-9,26",2150,7,"43,48",0,0,0,
217,"2008-10-01",10,"ASSECOBS","PLABS0000018","9,95","10,1","9,5",10,"2,04",1200,7,"23,57",0,0,0,
218,"2008-10-02",10,"ASSECOBS","PLABS0000018","10,15","10,15","10,15","10,15","1,5",100,1,"2,03",0,0,0,
219,"2008-10-03",10,"ASSECOBS","PLABS0000018","10,2","10,2","10,2","10,2","0,49",10,1,"0,2",0,0,0,
220,"2008-10-06",10,"ASSECOBS","PLABS0000018",0,0,0,"10,2",0,0,0,0,0,0,0,
221,"2008-10-07",10,"ASSECOBS","PLABS0000018","9,7","9,7","9,65","9,65","-5,39",260,2,"5,02",0,0,0,
